user_id,user_name,movie_id,movie_name,user_rating
653,derrickwhite,1082,Below Her Mouth,1.1
665,john08,976,Nothing Serious,7.1
737,marqueznichole,9255,Anomalisa,3.2
206,robert62,1047,Collision,4.0
150,rebeccagonzales,8453,Snake Beauty,1.3
679,davischeyenne,4387,Gurren Lagann the Movie: The Lights in the Sky Are Stars,4.5
260,jacksonmeghan,8040,Jay and Silent Bob Strike Back,9.8
115,juanmcgrath,9836,The Crucible,2.1
978,grantbryan,1316,GoodFellas,8.4
253,derek63,7597,Dance Flick,9.5
452,newmanjonathan,2720,Evan Almighty,5.7
612,nhill,10146,Heaven's Gate,6.8
267,johnsonrandy,3440,Ghosted,5.9
463,michaelmaxwell,6947,Corona Papers,1.4
887,phillip30,9959,Mae Bia,6.0
673,carlos31,9304,Seal Team Eight: Behind Enemy Lines,6.9
934,escobarnicholas,2869,Paddington 2,4.5
957,willismary,1240,Big Daddy,7.0
493,timothywilson,389,Deadpool,6.8
337,alexaaguirre,9335,Money Train,3.5
611,michael82,916,Lucy,3.8
400,theodore33,2568,17 Again,4.8
191,campbellryan,7499,Bingo,9.6
345,zdouglas,5289,Balto II: Wolf Quest,6.4
326,reynoldswilliam,8845,Red Cliff,5.6
84,zhicks,7152,Help! I'm a Fish,9.7
331,annetteclark,7973,솔라 플라워,1.3
803,jorge98,6366,Death of Me,7.8
335,mhernandez,7942,The Girl Who Kicked the Hornet's Nest,6.3
298,greenstephen,2303,Saw VI,4.0
582,pam46,2690,Army of Darkness,6.4
950,johnsontammie,2502,P.O. Box Tinto Brass,5.0
263,kimberly23,6404,The Poison Rose,4.9
179,whitejacob,6311,"To Wong Foo, Thanks for Everything! Julie Newmar",9.9
98,pereztimothy,85,Hex,3.5
921,sarah50,8829,Space Chimps,9.0
122,jenkinsemily,594,Toy Story 4,6.6
51,jeffreyorr,604,Wild Is the Wind,9.3
130,regina84,1235,All My Friends Hate Me,1.6
658,traci40,5691,Slither,1.6
587,lambwendy,6643,Sniper: Assassin's End,1.9
732,michael87,6903,The Cell,1.2
405,joshuabuchanan,2476,"Crazy, Stupid, Love.",2.9
458,medinadanielle,6780,Bratz,1.8
26,friedmanchristopher,271,The Battle at Lake Changjin: Water Gate Bridge,8.6
610,pperkins,4949,A Goofy Movie,9.1
897,christinatucker,9409,The Princess Switch 3: Romancing the Star,8.5
332,vwright,8314,Trois: The Escort,9.3
190,amy93,8062,Gold,5.9
140,michaelmack,2510,The Grudge,7.5
199,garciachristopher,2110,"Batman: The Long Halloween, Part One",5.3
957,willismary,210,Abandoned,3.7
649,lorirussell,7044,Death Wish 3,1.3
871,stanleyjennifer,481,Monster High: The Movie,7.7
186,zhayden,2117,Children of Men,1.2
68,prestonderek,2927,The Unborn,7.8
701,erichards,1867,Texas Chainsaw 3D,7.5
988,johnsonjames,7902,Zola,3.7
428,solomonbrendan,278,Orgasm Lecture 2,8.4
48,aprilrice,4237,Stand by Me,9.0
621,sbell,2631,Exorcist: The Beginning,4.0
961,mhoward,8996,10x10,2.8
12,raymond58,5450,Over the Top,2.4
20,gutierrezkristin,8013,White Fang,7.6
320,keith16,7282,Hitman: Agent Jun,3.1
461,sandra10,3709,A View to a Kill,2.9
860,ramostheresa,8928,3-Headed Shark Attack,4.7
252,penningtonangela,6410,Curse of the Golden Flower,7.5
563,angelamcfarland,5762,Wyrmwood: Road of the Dead,8.2
557,nrobinson,9397,Belladonna of Sadness,3.6
383,whitematthew,8548,Casanova,8.4
152,nathan87,5386,A Thousand Words,3.1
692,lawrenceelizabeth,4827,Kandahar,1.0
454,wilsondennis,1972,Unknown,2.3
151,andreyoung,3584,The Expendables 4,7.6
309,benjaminosborne,7195,Wayne's World,4.3
445,brandon46,6377,Street Fighter II: The Animated Movie,7.9
553,osbornedaniel,4400,Deus,8.7
653,derrickwhite,7177,Alone,7.1
235,justinrobinson,7493,Pale Rider,8.4
966,gutierrezcarrie,41,Legion of Super-Heroes,2.5
851,xbrown,2684,Scooby-Doo 2: Monsters Unleashed,7.7
157,jasonfisher,6415,Hellraiser: Hellseeker,3.0
248,dthompson,2155,Mother's Friend,9.6
355,uhamilton,5636,From Dusk Till Dawn 2: Texas Blood Money,1.4
724,jennifermccoy,6114,Snotty Boy,3.6
437,hwilson,4042,Sky Sharks,6.2
505,tsmith,315,Choose or Die,8.3
930,marc79,2819,Suki,2.0
129,tammy35,4426,Lethal Weapon 4,6.8
306,dannysanchez,8656,Persona 3 the Movie: #1 Spring of Birth,8.9
339,khernandez,6297,Kiss the Girls,4.5
246,bradleyshawn,4416,The Lake,5.2
433,roberthernandez,360,The Maze Runner,1.1
523,jessicajohnson,9106,Point Blank,8.3
543,rodriguezjustin,2900,The Little Prince,6.3
270,shawnsmith,6145,Brawl in Cell Block 99,1.9
750,bakermichael,8323,From Rocky to Creed: The Legacy Continues,8.3
866,ljohnson,6360,Doraemon: Nobita's Treasure Island,2.5
315,michael50,10032,Tank Girl,2.6
161,dawnanthony,3271,Resident Evil,3.1
33,moralesstefanie,6058,The Banana Splits Movie,8.5
1000,terrykimberly,1182,Happy Feet,9.0
424,rodriguezamy,2539,Wolf Children,8.0
820,hintonjoshua,3806,The Beverly Hillbillies,1.7
194,clinebrian,628,Catch Me If You Can,3.0
99,livingstonjesse,4351,Artemis Fowl,3.2
729,xmccarthy,271,The Battle at Lake Changjin: Water Gate Bridge,3.3
618,thomas18,9687,The Midnight Sky,4.2
347,morrisjesse,3379,Star Trek: First Contact,1.2
524,ydixon,7430,"Game Over, Man!",8.5
790,sharon12,1397,The Harder They Fall,7.3
875,coxjeffrey,9859,Filth,4.4
999,matthewwilliams,1183,The Predator,4.7
940,elizabethmcdonald,9219,3000 Miles to Graceland,1.9
354,samanthalopez,8567,Rio Lobo,6.9
76,wintersemily,6321,Desperately Seeking Susan,7.2
664,jerry79,4402,The Perfect Dinner,3.2
795,lbass,7277,2-Headed Shark Attack,6.8
901,tmartin,1272,300: Rise of an Empire,7.7
160,susan54,7447,City Lights,1.5
942,courtneymcfarland,1953,Home on the Range,5.1
35,molinamargaret,6216,The Unheard,1.5
390,sarah94,1146,Redcon-1,4.6
336,nlogan,3004,Scars 2,8.1
355,uhamilton,9701,Doctor Dolittle,4.0
216,ebutler,5277,Boogie Nights,4.3
80,gail64,4681,The Collector,1.4
679,davischeyenne,6233,8MM,1.7
161,dawnanthony,2142,The Whole Truth,7.8
791,korr,8695,Taxi 5,9.4
541,richard50,4791,The Condemned,9.2
499,samuelcarlson,2639,Percy Jackson: Sea of Monsters,6.3
175,wulinda,3067,The Portable Door,6.9
165,angela76,5720,I Am Vanessa Guillen,9.2
79,andersoncarlos,1974,Men of Honor,8.6
386,jordansamantha,790,Hansan: Rising Dragon,4.3
612,nhill,3666,Halloween 4: The Return of Michael Myers,2.4
652,khanjoshua,10120,Flee,5.3
768,mccannmichael,2655,Zathura: A Space Adventure,9.4
176,michelle52,1620,Courageous,5.0
381,brandoncollins,441,In the Forest,2.9
812,ywells,2868,Buddha 2: The Endless Journey,6.2
486,samanthasweeney,6034,Chaos,5.4
632,joshuahuff,7954,Dino Time,6.1
433,roberthernandez,6249,Monster High: Ghouls Rule,4.8
421,hrusso,6296,Tremors 4: The Legend Begins,5.4
991,johnsonsteve,1416,Infiesto,3.5
353,gabriel90,8329,Sobibor,6.6
984,hawkinssamantha,669,Scarface,3.7
983,philipknapp,4753,Gerald's Game,8.6
7,hbarton,6405,The Elephant Whisperers,1.2
742,brendaellis,7830,"I Love You, Man",6.4
22,xrogers,362,The King's Man,1.5
15,fkennedy,6150,American Underdog,1.6
692,lawrenceelizabeth,4416,The Lake,3.7
288,washingtonjulia,7917,2:22,4.2
520,kelly79,5174,On the Edge,4.7
769,kenneth48,9333,Kicking & Screaming,6.7
770,pecklaura,252,The Ice Age Adventures of Buck Wild,6.7
313,browndaniel,7236,Thick as Thieves,1.6
787,wfrazier,2328,12 Strong,9.4
100,annbowman,7251,Ferdinand the Bull,9.0
564,elizabeth55,7615,The Hills Have Eyes,4.0
417,cperry,10109,Election,2.2
778,mariemoore,3961,Children of the Corn,8.5
824,pjordan,6804,The Twelve Tasks of Asterix,8.7
661,alfred46,9064,An American Tail,8.0
31,bakershawn,2484,The Blue Lagoon,3.5
510,andersonpaul,1134,Aladdin,7.4
184,williambentley,25,Shazam! Fury of the Gods,7.0
899,ihurley,8633,St. Vincent,8.9
250,williambrown,8452,Temple Grandin,2.9
796,zreynolds,1848,Anastasia,8.3
111,cclark,7288,Two Mothers,3.5
672,cameronjohnson,9562,After My Death,8.5
709,mitchelllisa,3432,Curiosa,6.1
423,steven99,5223,Mutual Relations,6.9
77,christopher48,5979,Eddie the Eagle,3.5
7,hbarton,2980,What Men Want,2.3
501,janicewilliams,2122,Ride On,2.8
515,jgarrett,4713,Shaft,7.6
441,bmora,9578,Dead Ringers,3.9
342,cwalsh,4280,One Piece: Dead End Adventure,1.2
547,michael53,9680,Kingpin,8.8
517,anthonywolf,930,Don't Come Back Alive,9.2
494,aday,4283,Mowgli: Legend of the Jungle,7.1
398,jeffreywatkins,5490,Love Wrecked,4.2
561,amanda03,1281,Sicario: Day of the Soldado,9.2
381,brandoncollins,302,Coco,1.2
194,clinebrian,5723,Madame Bamboo,4.3
968,erica76,9627,Euphoria,3.1
569,shawn79,6429,"Roman J. Israel, Esq.",7.3
93,jcarney,5184,Rendel,6.8
579,gavin84,9227,Between Two Ferns: The Movie,3.0
669,ugutierrez,5006,The Grudge 3,3.4
29,katrinaduran,1802,Saul: The Journey to Damascus,6.4
355,uhamilton,4432,Independence Daysaster,3.9
251,liumelissa,8180,Virus,1.5
382,jacksonashley,3554,The Perilous Internet Ring,1.8
753,kenneth63,9536,Autumn in New York,4.7
31,bakershawn,7588,Clinical,7.1
867,brendaallen,5897,Outlaw King,9.9
749,wattsalexandra,10067,Futurama: Into the Wild Green Yonder,9.8
484,vbryan,2481,The Curse of Bridge Hollow,4.4
736,sean55,5720,I Am Vanessa Guillen,1.9
806,brett58,4952,My Spy,6.6
208,johnsoncynthia,7256,Fyre,8.5
938,cpennington,9095,The Right Stuff,7.1
328,vsmith,9062,The French Connection,5.8
383,whitematthew,7009,Sleepless Sex 2,1.9
823,laurieoconnor,2903,Stuart Little 2,3.1
842,bruce43,3033,Get Smart With Money,8.4
54,bhutchinson,4588,The Edge,6.3
99,livingstonjesse,5185,Old School,7.1
304,utrevino,9485,My Stepmother Is an Alien,9.5
172,ricky18,7516,Serial Mom,6.8
69,hoovermarie,3533,The Babysitter,5.2
520,kelly79,7279,God of War,9.2
551,jonesjanice,474,Jungle Cruise,5.0
355,uhamilton,5926,The Sniper,1.7
278,astevens,3211,Big Brother,8.1
470,megan58,4653,The Poughkeepsie Tapes,2.7
792,thomas93,4905,Dead Snow,4.8
521,bradfordzachary,5544,A Dog Named Palma,2.8
843,agonzalez,4102,The Tinder Swindler,5.6
112,wfarrell,2022,Three Sexy Meals,5.7
808,bonniebutler,5540,A Simple Favor,9.1
638,klinegerald,5918,Children of Heaven,3.8
739,allen63,3586,The Indian in the Cupboard,3.8
364,christopherlloyd,3368,Pokémon 3: The Movie,2.8
434,garrettduran,8032,Romance of the West Chamber,7.0
177,derrickrodriguez,6284,Dancing on Glass,3.8
551,jonesjanice,1729,The Da Vinci Code,9.4
227,john37,1936,Sinister,7.3
392,ulopez,8220,Death at a Funeral,8.6
50,ethangolden,1707,Chronicle,8.4
78,fisheramanda,8611,Finding Michael,6.9
960,gholmes,9151,Horsemen,2.5
949,heather91,7103,Hell Bent for Leather,1.2
42,matthewmoreno,668,Dawn of the Planet of the Apes,5.9
987,frankbright,1809,Awake,3.6
823,laurieoconnor,81,A Frozen Rooster,8.6
599,vmack,7411,What a Girl Wants,3.7
445,brandon46,1043,Dragon Ball Z: The Tree of Might,9.0
967,nguyenjoseph,4893,Hellbound: Hellraiser II,5.1
531,burkelauren,8690,The Land Before Time X: The Great Longneck Migration,8.6
835,mfrederick,7274,Black Water,9.5
643,hhardin,5821,Here Comes the Boom,5.4
135,elizabeth56,4582,Cowboy Bebop: The Movie,3.9
350,leblancrobert,3924,Leprechaun 4: In Space,6.8
331,annetteclark,6125,Disaster Movie,6.7
207,hughesfrank,9379,Scooby-Doo! Meets the Boo Brothers,3.1
187,amy78,5287,Erotic Nightmare,6.8
381,brandoncollins,5628,Sabrina,8.0
590,pgonzalez,4059,Detective Conan: Black Iron Submarine,7.6
502,dalewhite,8600,Love Comes Softly,5.5
525,hgreen,3548,Poltergeist,6.8
849,rodriguezangela,8104,Love & Gelato,1.3
76,wintersemily,4098,Death Proof,7.0
602,jonthornton,10034,Sheep & Wolves,2.0
5,hlopez,8209,Shortbus,1.1
225,edwardsjoshua,729,1917,4.1
589,kylevaldez,8080,With Every Heartbeat,3.0
609,ruthlandry,4351,Artemis Fowl,6.2
425,david68,8616,Ghost Team One,5.5
823,laurieoconnor,5026,Robe of Gems,3.6
25,anthony05,6642,Fast Times at Ridgemont High,4.8
906,jacob52,6884,Deadpool: From Comics to Screen... to Screen,1.4
178,gilljon,1136,Alice in Wonderland,7.4
720,angela53,9264,The Getaway,3.3
304,utrevino,9257,Early Man,7.4
783,cervanteshannah,2744,Delicious Room Salon Service,7.1
323,josephmahoney,3587,Beautiful Boy,4.8
213,lisamontgomery,7518,Doraemon: Nobita's Dinosaur,2.6
932,zachary26,652,The Hangover Part II,3.0
802,williamdonaldson,5707,Weird Science,4.4
549,jameslewis,8054,The Land Before Time XII: The Great Day of the Flyers,3.5
473,obaxter,8203,The Big Trip,4.6
247,richard28,5599,Life,9.6
460,rachel84,9981,Mighty Aphrodite,6.2
558,jeffery59,135,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.2
311,tanyajones,3197,The Ritual Killer,1.9
575,jerrymorgan,2775,How to Blow Up a Pipeline,2.6
962,alexachristensen,5534,My Girlfriend's Mother 3,4.0
371,ihill,3744,Diary of a Wimpy Kid: The Long Haul,1.5
402,audrey78,7162,Finders Keepers,6.9
51,jeffreyorr,7108,The Vanishing,7.6
93,jcarney,8715,Look Who's Talking Too,4.5
567,john79,4380,Behind Enemy Lines,3.4
443,ucastro,2815,Tooth Fairy,5.3
348,griffincynthia,8198,The Ottoman Lieutenant,7.6
439,megan59,4629,New Nightmare,9.6
908,barry15,4846,The Brothers Grimm,8.1
